dataset	index_in_dataset	lang_code	source	reference	translation	comet_score
ds_zu	82	zu	Dala i_ngobo yomlando	Create _Archive	Create a historical cloth	0.5096839666366577
ds_zu	83	zu	Ingabe unesiqiniseko sokuthi ufuna ukususa wonke ama-logi wezingxoxo ezedlule?	Are you sure you want to delete all logs of previous conversations?	Are you sure you want to delete all past chat logs?	0.9018919467926025
ds_zu	84	zu	Nqabela imisindo uma _ukude noma umatasatasa	Disable sounds when _away or busy	Block sounds when _far or shaking	0.46410641074180603
ds_zu	85	zu	Orientation	Orientation	Orientation	0.9867895245552063
ds_zu	86	zu	Phuma kwindlela yesikrini esigcwele	Leave fullscreen mode	Exit full screen	0.6844732761383057
ds_zu	87	zu	Ku:	To:	To:	0.9807969927787781
ds_zu	88	zu	Vula ngesinye _isisebenzisi esinye...	Other _Application...	Open with another _user...	0.5852368474006653
ds_zu	89	zu	Uma ngabe kungaboniswa isaziso esizivelelayo uma ngabe othintwayo eya ngaphandle kolayini.	Whether to show a popup notification when a contact goes offline.	A notification will be displayed if the caller is outside the line.	0.6145824193954468
ds_zu	90	zu	print job	print job	print job	0.992489755
ds_zu	91	zu	I-Totem ayikwazi ukudlala loluhlobo lwemidiya (%s) ngoba aluxhasiwe.	Totem cannot play this type of media (%s) because it is not supported.	Totem cannot play this type of media (%s) because it is not supported.	0.9242011904716492
ds_zu	92	zu	Uhlangothi olugciniwe (kuma phikseli) wohlangothi lwefasitela lengxoxo.	The stored position (in pixels) of the chat window side pane.	Right (pixels) side of chat window.	0.5348679423332214
ds_zu	93	zu	Inkomba yokugcina	End index	Save index	0.7458143830299377
ds_zu	94	zu	Iya kwikhasi lokubuka ngaphambili	Go to the previous page	Go to preview page	0.7144439816474915
ds_zu	95	zu	Isibonisi %s sihlangabezane nephutha masiqala.	The icon view encountered an error.	Symbol %s encountered an error when starting.	0.7126861214637756
ds_zu	96	zu	Akusiyona into engathunyelwa	Not a launchable item	Not something to be sent	0.575775146
ds_zu	97	zu	Yini igama lakho lokungena le Facebook?	What is your Facebook password?	What is your Facebook login name?	0.8947315812110901
ds_zu	98	zu	Isimo asaziwa	Unknown Status	Status unknown	0.9637349843978882
ds_zu	99	zu	Isho inani lamachashazana uma indawo yohlu ifihlekele ngokuzenzakalela ekhoneni. Lesishuxulelo sibalulekile uma auto_hide uma kuyiqiniso.	Specifies the number of pixels visible when the panel is automatically hidden into a corner. This key is only relevant if the auto_hide key is true.	Show number of mistakes if list area is automatically hidden in the corner. This parameter is important if auto_hide is true.	0.6715508103370667
ds_zu	100	zu	background, style	background, style	ukunakha, isitayela	0.44737008213996887
ds_zu	101	zu	Akha umqalisi omusha	Create a new folder '%s'	Akha umqalisi omusha	0.29777616262435913
ds_zu	102	zu	Isusa iqembu	Removing group	Isusa iqembu	0.42745164036750793
ds_zu	103	zu	Isiqalisi sabelo	Weather Information	Isiqalisi sabelo	0.596801221
ds_zu	104	zu	Ngakhoni ukuvula %s yokubhalela	Can't open %s for writing	Ngakhoni ukuvula %s yokubhalela	0.4688231647014618
ds_zu	105	zu	Isho inani lamachashazana uma indawo yohlu ifihlekele ngokuzenzakalela ekhoneni. Lesishuxulelo sibalulekile uma auto_hide uma kuyiqiniso.	Specifies the number of pixels visible when the panel is automatically hidden into a corner. This key is only relevant if the auto_hide key is true.	Isho inani lamachashazana uma indawo yohlu ifihlekele ngokuzenzakalela ekhoneni. Lesishuxulelo sibalulekile uma auto_hide uma kuyiqiniso.	0.32537126541137695
ds_zu	106	zu	Akwaziwa	Unknown	Akwaziwa	0.6447696089744568
ds_zu	107	zu	Wamukelekile	Welcome	Wamukelekile	0.5575674176216125
ds_zu	108	zu	Isikhathi	Time	Isikhathi	0.8028671145439148
ds_zu	109	zu	_Bonisa uhlu lwabangathintwa	_Show Contact List	_Bonisa uhlu lwabangathintwa	0.392997146
ds_zu	110	zu	ngaziwa	Unknown	ngaziwa	0.6127790212631226
ds_zu	111	zu	_Isexwayiso	_Hint	_Isexwayiso	0.626743495
ds_zu	112	zu	Unga_khiphi amafayela wakudalaFile	Do not e_xtract older files	Unga_khiphi amafayela wakudalaFile	0.4138169288635254
ds_zu	113	zu	Akwaziwa	Unknown Error	Akwaziwa	0.5702769756317139
ds_zu	114	zu	Imininingwane	Details	Imininingwane	0.5477330684661865
ds_zu	115	zu	A-M_BAR_Isingisi (Iningizimu Afrika)	A-M_BAR_English (South Africa)	A-M_BAR_Isingisi (Iningizimu Afrika)	0.7698374390602112
ds_zu	116	zu	Imisindo	Sounds	Imisindo	0.5442934632301331
ds_zu	117	zu	Ulwembu	Network	Ulwembu	0.646608293
ds_zu	118	zu	Iya kwikhasi	Go to page	Iya kwikhasi	0.448376864
ds_zu	119	zu	Ulwembu	Network	Ulwembu	0.646608293
ds_zu	120	zu	Hlulekile ukuhlohla %s: %s	Failed to load %s: %s	Hlulekile ukuhlohla %s: %s	0.5959562659263611
ds_zu	121	zu	domain	The certificate has expired and should not be considered valid. Check that your computer's date and time are accurate.	indawo	0.2676759958267212
ds_zu	122	zu	_Uhlu lwegumbi lendawo:	_Room List locale:	_Uhlu lwegumbi lendawo:	0.6446688175201416
ds_zu	123	zu	Londoloza isithombe	Save Image	Londoloza isithombe	0.5091310143470764
ds_zu	124	zu	Igama	Name	Igama	0.7329084277153015
ds_zu	125	zu	Londoloza isithombe	Save Image	Save image	0.9531918168067932
ds_zu	126	zu	Leligama lingahlelwa umafuna igama elisemthethweni yemboniso-sithombe kwisiga-nyezi esikudesktop.	This name can be set if you want a custom name for the computer icon on the desktop.	This name will be saved as a default filename on the desktop.	0.6955718398094177
ds_zu	127	zu	Isingoso	Mouse	Target	0.6598170399665833
ds_zu	128	zu	Ngakhoni ukuqala uhlelo %s: %ss	Unable to establish service %s: %s	I can start the program %s: %ss	0.6377695202827454
ds_zu	129	zu	"%s" izohanjiswa uma ukhetha Unamathisela ohele mlayezo	"%s" will be moved if you select the Paste command	"%s" will be moved when you choose Paste	0.8962973952293396
ds_zu	130	zu	AdvancedPrinter Option Group	AdvancedPrinter Option Group	AdvancedPrinter Option Group	0.989223063
ds_zu	131	zu	Uma indawoyohlu icishiwe, indawo yohlu ne its hlelo kuyalahleka. Cisha lendawo yohlu?	When a panel is deleted, the panel and its settings are lost.	If the workspace is closed, workspace and its program will be lost. Close this workspace?	0.5609919428825378
ds_zu	132	zu	Futhi angeke ngisaba i-Capulet.	And I'll no longer be a Capulet.	I will not fear the Capulet.	0.6582271456718445
ds_zu	133	zu	A-M_BAR_Lithuanian	A-M_BAR_Lithuanian	A-M_BAR_Lithuanian	0.9865795373916626
ds_zu	134	zu	Phinde	Never	Repeat	0.6507853865623474
ds_zu	135	zu	Ukugcwaliswa	Saturation	Filling	0.45207449793815613
ds_zu	136	zu	WebDAV (HTTP)	WebDAV (HTTP)	WebDAV (HTTP)	0.9942224621772766
ds_zu	137	zu	Okuvamile	General	Common	0.7346032857894897
ds_zu	138	zu	Izilimi zokuhlola ukupeletwa	Spell checking languages	Languages to check spelling	0.8038493990898132
ds_zu	139	zu	Veza/fihla i-pane yehlangothi lewindi.	Show/Hide the image gallery pane.	Show/hide side panel of window.	0.6235687136650085
ds_zu	140	zu	iNautilus isebenzisa isibaya sasekhaya somsebenzisi njedesktop	Nautilus uses the users home folder as the desktop	Nautilus uses user's home directory as desktop	0.9059552550315857
ds_zu	141	zu	Ncane	Small	Small	0.9855628609657288
ds_zu	142	zu	Hambisa i-evince ngendlela yombukiso	Run evince in presentation mode	Run evince in presentation mode	0.9695711731910706
ds_zu	143	zu	Awunazimvume ezifanele zokubona okuqukethwe yi "%s".	You do not have the permissions necessary to view the contents of "%s".	You do not have sufficient permissions to view the content of "%s".	0.868819535
ds_zu	144	zu	_Okusha	_New	_New	0.9900439381599426
ds_zu	145	zu	Uhele wetekisi	Text Editor	Text cell	0.713291585
ds_zu	146	zu	Arj (.arj)	Arj (.arj)	Arj (.arj)	0.9868002533912659
ds_zu	147	zu	I-Bluetooth	Bluetooth	Bluetooth	0.989633322
ds_zu	148	zu	Phinda ngakonye okukhethiwe	Duplicate each selected item	Repeat selected	0.5889919996261597
ds_zu	149	zu	Faka iphasiwedi	Enter password	Enter password	0.9882524609565735
ds_zu	150	zu	iwindi lengilasi	glass pane	iwindi lengilasi	0.39909815788269043
ds_zu	151	zu	isi-Nordic	Nordic	isi-Nordic	0.7734586596488953
ds_zu	152	zu	_Hlela	_Format…	_Hlela	0.8344392776489258
ds_zu	153	zu	%s / %s	%s / %s	%s / %s	0.9941392540931702
ds_zu	154	zu	Okunye	Other	Okunye	0.688242495
ds_zu	155	zu	Bonisa ongabathinta abangaphandle kolayini	Show offline contacts	Bonisa ongabathinta abangaphandle kolayini	0.37122735381126404
ds_zu	156	zu	Inani eliphelele le URIs	Total number of URIs	Inani eliphelele le URIs	0.3635821044445038
ds_zu	157	zu	%s: Ngakhoni ukufunda Uhlobo Lwesixhumanisi	%s: Could not read Connection Type	%s: Ngakhoni ukufunda Uhlobo Lwesixhumanisi	0.527957022
ds_zu	158	zu	Vula iURL: %s	Open '%s'	Vula iURL: %s	0.605654776
ds_zu	159	zu	_I-Tab edlule	_Previous	_I-Tab edlule	0.567416787
ds_zu	160	zu	Inethiwekhi entsha	New Network	Inethiwekhi entsha	0.4640391767024994
ds_zu	161	zu	Fihla ifasitela elikhulu	Hide main window	Fihla ifasitela elikhulu	0.4734266996383667
ds_zu	162	zu	_Ibha yamathuluzi	_Toolbar	_Ibha yamathuluzi	0.5733261704444885
ds_zu	163	zu	_Okuqukethwe	_Contents	_Okuqukethwe	0.6341435313224792
ds_zu	164	zu	Sebenzisa _Iphutha Lesizinda	Use _Default Background	Sebenzisa _Iphutha Lesizinda	0.43972423672676086
ds_zu	165	zu	Mininingwane	Properties	Mininingwane	0.5669719576835632
ds_zu	166	zu	Isibonisi %s sihlangabezane nephutha masiqala.	The list view encountered an error.	Isibonisi %s sihlangabezane nephutha masiqala.	0.28634947538375854
ds_zu	167	zu	%s: Authdir %s asiphethwe ngumsebenzisi %s, iqembu %s. Ngiyaphunza.	%s: Authdir %s is not owned by user %s, group %s. Aborting.	%s: Authdir %s asiphethwe ngumsebenzisi %s, iqembu %s. Ngiyaphunza.	0.5436733961105347
ds_zu	168	zu	Bonisa i-“_%s"	Show “_%s”	Bonisa i-"_%s"	0.7056741118431091
ds_zu	169	zu	_Phezulu	_Up	_Phezulu	0.744494617
ds_zu	170	zu	Iya kwi-%s kwifayela “%s”	Go to %s on file “%s”	Iya kwi-%s kwifayela "%s"	0.5034304857254028
ds_zu	171	zu	Umphathi wengobo yomlando	Archive Manager	Umphathi wengobo yomlando	0.2887539565563202
ds_zu	172	zu	Fihla indawo yohlu ekhoneni ngokuzenzakalela	Automatically hide panel into corner	Fihla indawo yohlu ekhoneni ngokuzenzakalela	0.4305350184440613
ds_zu	173	zu	Orientation	Orientation	Orientation	0.9867895245552063
ds_zu	174	zu	Dala i_ngobo yomlando	Create _Archive	Dala i_ngobo yomlando	0.37130895256996155
ds_zu	175	zu	Isabelo "%s" asikho.	The history location doesn't exist.	Isabelo "%s" akekho.	0.3912295699119568
ds_zu	176	zu	"%s" ungekopele ngoba awunamvume yokuyifunda.	The file "%B" cannot be handled because you do not have permissions to read it.	"%s" ungenikopeli ngoba awunamvume yokuyifunda.	0.45590946078300476
ds_zu	177	zu	Igama lozokwengamela elilindelwe: %s	Expected hostname: %s	Igama lozokwengamela elilindelwe: %s	0.41927358508110046
ds_zu	178	zu	I-akhawunti %s entsha	New %s account	I-akhawunti %s entsha	0.6525551676750183
ds_zu	179	zu	Ukhiye	Key	Ukhiye	0.7314359545707703
ds_zu	180	zu	_Thwebula isithombe	_Take a photo	_Susa isithombe	0.5085347294807434
ds_zu	181	zu	Iphutha lomkhawulo GNOME	Failsafe GNOME	Iphutha lomkhawulo we-GNOME	0.6324726939201355
ds_zu	182	zu	Ifayela lonakele	File corrupted	Ifayela linakotshalwe	0.43238019943237305
ds_zu	183	zu	Ihlotshisiwebackground, style	background, style	Ibhulokwe ibhulokwe, isitayela	0.36973312497138977
ds_zu	184	zu	Kwesokudla	Right	Kwesokudla	0.6216020584106445
ds_zu	185	zu	Akunasikhala kumfikela.	%S more space is required to copy to the destination.	Akukho isikhala somfikelo.	0.3939451277256012
ds_zu	186	zu	Okungaziwa	Unknown	Akwaziwa	0.5954968929290771
ds_zu	187	zu	F_akela umlayelo kacima uzodlula udoti	I_nclude a Delete command that bypasses Trash	F_akela umlayelo kacima uzodlula udoti	0.34082409739494324
ds_zu	188	zu	intwana yemenyu yesisakazi	radio menu item	Intwana yemenyu yesisakazi	0.4119476079940796
ds_zu	189	zu	Akunasikhala kumfikela.	%S more space is required to copy to the destination.	Akukho isikhala somfikelo.	0.3939451277256012
ds_zu	190	zu	Umlayezo uhlelwe e-%s	Message edited at %s	Umlayezo uhlelwe e-%s	0.5407690405845642
ds_zu	191	zu	Umngenisi-bizo:	Password:	Umngenisi-bizo:	0.39467036724090576
ds_zu	192	zu	Igama:	Name:	Igama:	0.7794646620750427
ds_zu	193	zu	Vumela abangenisi _abacushwe buqamama	A_llow remote system administrator login	Vumela abangenisi _abacushwe buqamama	0.3520936071872711
ds_zu	194	zu	7-Zip (.7z)	7-Zip (.7z)	7-Zip (.7z)	0.986416757
ds_zu	195	zu	Itekisi lodwa	Text	Itekisi lodwa	0.7166150808334351
ds_zu	196	zu	_Phezulu	_Up	_Phezulu	0.744494617
ds_zu	197	zu	ibha yemenyu	info bar	Ibha yemenyu	0.5017366409301758
ds_zu	198	zu	Dlulela engomeni elandelayo	Next track	Dlulela engomeni elandelayo	0.4780803620815277
ds_zu	199	zu	%s: Authdir %s asiphethwe ngumsebenzisi %s, iqembu %s. Ngiyaphunza.	%s: Authdir %s is not owned by user %s, group %s. Aborting.	%s: Authdir %s asiphethwe ngumsebenzisi %s, iqembu %s. Ngiyaphunza.	0.5436733961105347
ds_zu	200	zu	Cacisa ifayela eliqukethe izilungiselelo ezigciniwe	Specify file containing saved configuration	Cacisa ifayela eliqukethe izilungiselelo ezigciniwe	0.3740181028842926
ds_zu	201	zu	Ulwembu	Network	Ulwembu	0.646608293
ds_zu	202	zu	I-Yahoo! Japane	Yahoo! Japan	I-Yahoo! Japane	0.8365926146507263
ds_zu	203	zu	Iya kwikhasi	Go to page	Iya kwikhasi	0.44837698340415955
ds_zu	204	zu	Abantu abaseduze	People nearby	Abantu abaseduze	0.41060885787010193
ds_zu	205	zu	Hambisa i-evince ngendlela yombukiso	Run evince in presentation mode	Hambisa i-evince ngendlela yombukiso	0.4631434381008148
ds_zu	206	zu	A-M_BAR_Amharic	A-M_BAR_Amharic	A-M_BAR_Amharic	0.9892513751983643
ds_zu	207	zu	X ubekelwe ukusebenza	X display to use	X ubekelwe ukusebenza	0.6025184988975525
ds_zu	208	zu	Ongathintwa okhethiwe ungaphandle kolayini	The contact is offline	Ongathintwa okhethiwe ungaphandle kolayini	0.39286336302757263
ds_zu	209	zu	right-ring-mode-1	right-ring-mode-1	right-ring-mode-1	0.9897045493125916
ds_zu	210	zu	_Phendula ngevidiyo	_Answer with video	_Phendula ngevidiyo	0.6431347727775574
ds_zu	211	zu	Uma kuyiqiniso, isishuxulelo menu_path sisetshenziswa njendlela lapho okuqukethwe uhlu kukhandwa khona. Uma kuyiphutha, menu_path ayinakwa. Lesishuxulelo sibaluleke uma isishuxulelo object_type siyi "menu-object".	If true, the menu_path key is used as the path from which the menu contents should be constructed. If false, the menu_path key is ignored. This key is only relevant if the object_type key is "menu-object".	Uma kuyiqiniso, isishuxulelo menu_path sisetshenziswa njendlela lapho okuqukethwe uhlu kukhandwa khona. Uma kuyiphutha, menu_path ayinakwa. Lesishuxulelo sibaluleke uma isishuxulelo object_type siyi "menu-object".	0.41602885723114014
ds_zu	212	zu	Kwenzeke iphutha uma kukhishwa amafayela.	An error occurred while extracting files.	Kwenzeke iphutha uma kukhishwa amafayela.	0.2927863895893097
ds_zu	213	zu	Ku:	To:	Ku:	0.8643514513969421
